CM1	CM2	CM3	CP1	CP2	CP3	CP4	CP5	KM1	KM2	KM3	KP1	KP2	KP3	KP4	KP5	KP5.1
7162	7503	10985	5264	2617	3632	5823	5824	871	9167	11668	6608	2191	4750	5642	6100	1074	890
90025	183	455	621	260	807	397	309	638	222	365	750	246	773	358	272	435	537
23033	474	748	1327	563	681	903	1525	1161	544	975	1741	618	528	923	1116	960	1525
5238	1894	2398	7120	2673	2461	2148	1660	2000	2332	2995	6856	2866	3726	2694	2016	2166	2897
112611	222	239	1203	370	456	165	172	258	334	348	1427	339	513	218	254	275	304
4199	3798	4340	281	5618	4896	8456	8549	3984	3703	3033	213	5158	5334	6425	5166	2894	4067
167681	0	2	0	2	3	1	116	28	0	2	0	0	2	0	70	42	28
9892	2	0	0	0	9	2	2	0	0	6	2	0	14	2	0	0	0
105378158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134701	0	70	9	0	183	0	397	2	0	93	14	0	209	0	203	0	0
51167	573	1935	1932	401	946	548	1902	523	1550	3901	4093	915	3436	1403	2976	1433	1825
112609	4	39	4	0	30	0	97	9	2	41	5	0	30	2	101	3	5
22832	462	991	276	351	1076	167	644	664	474	654	361	275	938	150	745	541	801
9096	0	199	0	0	943	1227	0	4	0	200	0	2	828	1023	0	0	0
102724201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4907	12453	7173	4820	38800	10972	6954	3902	30298	2395	1722	2839	5366	1755	653	576	3928	4826
57231	3596	6704	5920	5894	9058	5076	4767	8085	3684	5413	6457	4361	6924	3584	4079	5813	7158
10492	16249	26361	25349	16676	21528	20905	23580	37176	16059	20483	21278	13567	19772	16481	16832	23588	30401
387066	4930	3125	9244	8787	13406	6327	2951	30226	5306	2597	8424	6591	9322	4205	2250	18771	9286
26799	3	3	3	8	1	7	2	14	4	4	2	2	1	4	2	6	5
692088	16	14	25	22	29	24	29	102	12	29	15	15	3	19	6	29	29
3354	0	0	0	0	0	2	2	0	0	0	0	2	0	10	0	0	0
1081	72	56	9158	2	24	2448	52	148	37	98	12754	80	10	2129	8	116	0
101928870	15	8	31	13	27	32	5	26	12	10	31	21	15	20	5	33	27
23036	2123	3232	6718	8793	3705	2593	2026	3308	2768	3249	6052	9754	4714	2644	2256	3481	4998
375519	0	0	6	4	148	0	0	7	0	4	10	9	104	6	0	6	4
57150	111	217	417	198	241	497	194	558	108	291	657	195	300	344	186	453	566
206412	0	10	2	16	27	15	24	46	1	7	14	13	31	22	16	70	95
63914	6	2	2	4	7	2	13	21	1	0	3	9	12	6	4	13	18
154313	4	69	10	6	110	52	6	60	18	50	12	4	179	82	33	94	120
10559	565	2577	838	2684	956	1604	1000	2559	528	3166	1025	2356	890	1395	851	2232	2975
57038	1304	2771	2728	1420	3682	1769	1783	3049	1587	2286	2648	1305	3682	1382	1440	2530	3235
23595	1856	2566	2114	2414	2938	3032	2510	4253	1752	1964	1989	1639	2387	2197	1811	2447	3215
55122	2972	5175	7353	4196	3677	3777	3338	3528	3890	5726	6877	3924	4822	3050	3799	3688	2628
101928911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81833	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1268	2	527	50	0	0	6	2	2	0	933	103	0	0	0	2	0	0
101928936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8732	1209	2176	1808	1067	2680	1572	1653	2609	1858	2340	2296	1368	4144	1994	1502	3301	4048
10957	954	2211	1596	1407	1724	438	1541	1677	2426	4451	3511	1572	2514	1317	2251	3250	4036
135295	28	4	24	0	44	9	2	20	28	1	20	0	40	25	0	38	21
135293	2552	2422	3228	4941	1991	4623	1068	6551	2695	1972	4011	5618	2748	4126	1045	5387	7729
2569	0	2	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0
2570	23	8	21	0	0	0	10	10	21	25	47	0	8	2	10	2	14
51465	5791	5522	11286	3873	6869	5973	4907	6824	5295	4828	10455	3245	6741	5259	3830	5498	7160
58528	757	147	65	14	5465	18	13	3315	979	79	93	19	5532	36	32	3300	3647
22881	236	291	25	450	150	33	30	269	322	286	34	512	175	63	49	260	401
57226	1896	3315	3014	2713	4425	2492	1960	2486	2140	2717	3361	2509	4480	2199	1491	2015	2734
101929057	9	5	12	35	5	4	6	4	2	34	24	24	8	3	21	5	6
23195	4383	5438	7327	4548	10508	9274	8057	16231	4942	3630	7016	4111	14446	7666	5406	12224	17161
9994	1877	2892	2194	1717	3026	2143	2225	3942	1726	2080	2044	1631	2868	1902	1712	2478	3458
84694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60468	20	91	82	124	647	0	94	16	26	69	71	92	250	0	54	0	4
100616109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6885	2427	3816	2263	3220	4423	2713	2916	4390	3389	4593	3430	3294	7301	3006	2814	5192	6554
100616174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2045	31	1226	2732	245	1371	0	8923	1451	58	600	5220	130	1355	1	6541	1167	1493
643432	0	0	10	0	2	0	2	4	0	0	19	0	0	0	0	4	5
101927288	3	15	5	12	0	9	10	24	8	2	2	12	4	4	7	10	24
79694	1668	1916	1419	1337	1901	1887	1715	2125	1303	1078	1301	1138	1921	1250	1062	1392	1771
10690	209	146	2	18	16	2343	2130	4	109	55	0	18	9	1228	993	0	0
23376	2137	3286	3750	3643	3349	2901	3211	5505	2170	2698	4263	3236	2815	2167	2358	4464	5687
9457	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
81491	211	205	18	324	175	352	298	225	122	123	26	241	130	309	164	73	134
29078	503	728	3085	975	1100	1624	913	1602	614	962	3684	850	1367	1542	706	1304	1293
114792	6	4	85	16	8	13	15	14	22	8	179	12	1	8	16	3	14
253714	1694	3162	1450	1991	2518	2255	2008	3133	1411	1631	1427	1539	2537	1868	1308	1495	2006
101927314	0	0	0	3	1	0	0	7	4	0	0	2	9	0	0	1	10
100302164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5454	4	2	6	2	7	0	2	4	3	8	8	0	2	0	1	10	22
26235	446	919	1184	792	1197	800	702	1147	489	778	1165	550	913	529	548	564	953
100616347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
84553	292	117	269	0	888	175	12	680	353	90	450	0	1131	207	4	478	520
51805	386	174	870	875	251	768	895	1360	296	224	1039	725	169	541	633	1025	1301
25957	3087	5794	2996	3739	3541	3148	3184	6374	3753	5972	3330	3412	3629	2950	2944	4734	5563
101927365	41	114	180	215	125	77	70	235	69	83	312	199	145	50	42	194	286
85015	547	683	721	654	1380	992	509	1920	518	559	952	581	1577	685	413	1432	1925
100130890	96	175	193	228	360	204	145	314	113	151	194	164	238	140	116	217	267
892	5655	9736	8959	6076	7631	7310	4358	10309	4542	5456	7876	3480	5047	3968	2929	5265	6244
59336	2	2	0	2	0	16	2	2	0	2	0	0	6	28	0	0	2
84539	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
728012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6492	2	0	31	0	2	28	0	2	2	2	49	2	2	24	2	0	0
10973	4025	9659	7406	4003	7076	6640	5552	8679	4419	9243	7084	3354	7560	5134	4413	5422	7962
2898	5	48	1517	2	393	0	0	16	10	59	1733	2	422	0	0	2	0
57531	624	1431	652	634	2103	900	981	1207	687	846	761	632	1952	714	875	941	1228
100113403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389421	0	2	0	2	1576	0	2	4	2	4	0	2	1673	8	2	4	2
11149	174	4	272	0	5019	141	2	0	244	0	426	0	4780	72	0	0	2
154442	0	0	2	0	132	4	0	0	4	0	6	0	143	2	0	0	0
64208	574	23	283	0	2725	85	3	175	502	6	277	2	2261	22	6	77	98
5550	2112	8735	4127	2798	4832	5050	4156	5386	2523	6797	3700	2134	5269	3798	3430	3617	4844
639	802	150	71	152	1383	191	986	14	1090	117	32	128	950	106	414	0	2
9474	2203	3753	3036	2801	5331	2851	2975	3382	2818	3670	3275	2414	6640	2388	2429	2444	3365
202	5831	14214	452	7225	10673	9924	1913	23	5850	11721	389	4670	7398	5645	1742	21	15
101927405	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
84816	775	815	1564	542	1104	653	666	2079	1177	659	1901	384	905	627	677	1311	1618
55278	1637	1942	2573	1123	2367	2093	1899	2174	2386	2049	3066	1005	2697	2200	1484	1893	2352
100422737	0	0	276	0	0	0	0	0	0	0	367	0	0	0	0	0	2
693172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100133941	34844	46539	85179	292	29242	19685	4608	1125	68686	59331	152325	453	27106	32370	8045	35	38
51250	496	612	998	400	772	552	436	1574	694	857	1355	459	812	585	438	1388	1121
57673	407	368	817	383	655	367	491	576	616	463	1169	419	929	673	446	424	668
57107	1094	2403	2233	707	1689	1368	1196	2445	1286	2599	3262	821	1817	1300	1254	2354	3356
55084	88	885	4672	0	2005	68	6	479	65	1242	5219	0	2495	97	12	473	677
256380	0	0	2	0	0	0	4	4	0	0	3	0	0	0	8	32	45
11231	4217	5239	8735	3494	8036	3546	8379	6401	9927	11375	19942	8225	22464	9082	10559	15986	16907
28962	3239	3901	2318	3088	14933	2968	949	3622	2902	3431	2029	3013	21919	2182	573	3635	4491
7101	0	33	0	0	6	2	0	0	0	34	0	0	4	0	2	0	1
8724	8809	11904	9876	9236	22616	10104	8308	23821	10256	10202	9883	7287	25148	8382	8030	19235	18838
246269	352	326	526	441	739	483	298	1061	321	269	561	342	819	297	227	730	898
2309	3569	4144	2462	4616	1903	5318	5296	956	7071	7028	4510	7845	4004	7345	7774	2700	3081
387111	8	0	24	4	0	6	1	0	2	0	9	8	0	11	4	0	2
84071	70	114	56	34	318	164	91	253	100	72	71	12	293	102	155	158	172
101929716	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
27244	237	635	277	245	1034	381	438	694	291	1074	631	167	885	429	489	660	913
285753	651	1040	987	782	2140	1122	817	1718	517	511	991	508	1301	678	532	853	1135
100996634	0	2	24	1	0	0	0	10	0	0	65	0	0	2	8	0	0
221262	0	0	162	0	0	0	0	2	0	1	166	0	0	0	0	0	0
8763	24336	31040	25998	19280	46969	25325	21535	34860	23388	24104	25914	12736	36077	16724	19462	18943	21410
285755	82	30	54	16	147	57	242	343	81	41	36	21	204	74	350	265	312
6610	616	523	462	468	1266	841	616	714	712	541	410	383	1416	832	663	589	720
64780	426	484	988	886	1841	560	356	807	421	491	1299	588	1901	552	383	802	1134
9841	433	598	708	705	1786	620	690	1331	581	706	865	788	2566	688	747	1125	1331
221264	461	727	457	234	257	226	471	314	607	508	690	161	201	242	605	212	260
9896	851	1180	1067	946	1830	1056	1395	2138	861	944	1330	840	1774	757	1262	1906	2429
2830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8936	413	1284	3004	1052	3339	762	968	2113	818	2069	5049	1291	4912	1280	1246	2853	3709
51362	1677	3834	2826	2302	5927	2387	2382	3814	1710	2664	2609	1925	5804	1746	1833	3310	4099
728464	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
8528	22	83	6	34	30	4	0	16	22	88	9	31	39	10	8	38	35
85413	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
23097	2090	2981	1298	1094	7643	1471	2729	3400	2479	2513	2497	1136	8546	1635	3058	4123	4784
262	7843	7874	13013	6095	14566	10616	9397	19517	6931	4788	11009	4091	12078	7369	7415	8114	9740
112495	2019	4662	8094	3894	9961	5435	4895	8096	2381	3596	7551	2989	8319	4138	4081	5235	4941
84154	2152	2689	4079	2383	6874	4103	3017	5334	2669	2689	3781	2247	9668	4691	2061	3937	5633
442245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
117247	14	104	131	0	0	7	10	363	3	66	167	0	0	5	6	331	443
91749	321	537	377	222	1471	564	371	915	413	741	460	189	2370	758	413	741	1459
5980	1462	2251	4359	2530	8334	1954	2185	5064	1466	2028	6455	2258	12791	2053	1821	4691	6405
643749	107	170	243	194	448	135	51	185	93	127	247	167	286	98	49	81	121
10758	1057	2991	1408	1438	3674	992	1418	1266	1153	2672	2431	1262	3981	836	1327	671	744
2534	527	1159	2582	2138	242	324	1232	152	475	924	3307	1874	222	239	536	70	67
102724646	2	0	0	0	2	0	0	0	0	4	0	0	0	2	0	1	0
8838	20	1123	2	2	106	0	1607	7	12	1049	2	2	143	2	1503	0	2
51175	281	254	1215	599	1240	670	2277	1527	227	260	1060	395	737	515	1054	548	677
619208	94	60	270	75	235	272	285	418	102	48	326	54	132	143	206	257	360
3910	2315	117	27050	4	519	7787	4118	470	2173	253	28591	8	470	5679	2192	12	25
101927640	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
442247	4	2	0	2	0	6	6	2	16	2	0	2	0	2	4	2	0
101927686	2	76	44	4	0	4	0	0	11	80	64	0	0	2	2	0	0
4082	16226	40829	26281	13705	4703	9676	25913	373	17452	41079	28905	8380	3677	11313	24303	40	48
285758	4	53	668	0	0	0	2	11	8	53	641	0	0	0	0	0	0
285759	0	6	0	0	0	0	0	0	1	0	9	0	0	3	0	0	0
3066	8479	14236	15282	8189	23161	11301	17727	16161	8961	10630	15633	7407	23631	9818	13226	11460	14755
101927768	9	14	18	130	15	6	24	4	19	8	28	131	22	7	32	18	8
222537	2	3	121	29	0	0	0	4	2	0	107	23	2	0	4	2	0
2444	1323	1039	2930	311	96	345	1618	70	1519	1108	3386	244	68	244	1653	12	29
728402	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	2
221294	1506	3020	2359	1638	3398	2630	3078	2660	1885	2454	2973	1399	3491	2357	2486	2094	2772
1300	4	21	4	0	2	2	6	2	0	11	5	4	0	2	0	2	0
23270	1181	1549	2703	445	1055	653	743	4866	1753	1438	3609	483	1451	616	831	5645	6283
7259	5847	10581	6589	5559	15693	4757	6446	7068	7552	12216	9677	5399	21974	5231	7640	9750	11109
29940	656	2540	108	2614	368	1748	975	130	698	2855	198	2011	525	1176	772	207	263
441168	6	8	0	2	8	68	0	0	12	14	0	0	10	56	0	0	0
100128327	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
254228	14	0	0	8	6	0	1	4	1	1	2	14	0	2	6	2	2
221301	0	0	0	6	0	0	0	6	2	0	0	0	0	0	0	0	0
51389	2568	3909	4939	2172	7017	3493	3216	6227	2397	3303	4320	1749	5766	2988	2121	4448	4765
345895	60	148	129	34	246	114	168	235	66	71	175	28	212	87	231	118	187
221302	448	763	1409	788	1730	551	509	732	559	900	1515	697	2075	616	531	806	938
3841	281	369	1337	686	1475	850	283	663	242	273	1282	460	1304	515	246	423	408
221303	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
222545	0	0	7	0	0	0	0	0	0	0	16	0	0	0	0	0	0
222546	0	2	33	0	4	0	0	0	0	0	50	0	2	0	2	0	0
245806	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6098	2	16	2	2	0	2	0	4	0	4	8	0	2	0	0	2	0
285761	1997	4979	2926	1995	4068	1950	2377	1988	1318	2000	2465	1067	1997	948	1451	862	1265
57120	1472	2485	3367	814	2802	1805	1708	2194	2248	3074	5767	991	4477	2783	1856	3055	3820
101927919	7	12	34	21	43	17	23	40	10	10	26	11	33	3	9	24	4
116150	6053	5890	10613	5661	10370	8633	5996	7140	6274	5167	9172	4704	11578	6932	4863	5759	6814
222553	0	2	2	0	4	0	0	0	0	2	4	1	2	0	0	0	0
102724896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387119	143	614	335	228	839	251	183	688	100	359	250	140	420	139	156	298	557
23629	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5350	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
100287632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254394	896	2078	527	874	1472	893	1021	1106	769	2066	672	600	2120	813	1076	951	1201
25842	1174	1441	5234	2445	2239	1665	1529	2751	1232	1225	4340	2158	1801	1391	1111	2221	2719
79632	287	312	826	0	678	801	198	257	403	106	937	0	419	719	207	172	172
693128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4121	185	2614	20896	880	213	28	1170	236	199	5438	34541	631	184	48	2112	6	12
285762	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
100422951	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
221322	239	349	265	241	881	302	281	788	269	217	361	237	1058	292	279	834	1199
2697	16827	1906	14	6	1579	25	3372	4	11912	710	8	18	1541	18	1429	2	20
3298	680	1007	1434	1083	2332	646	934	1554	631	747	1546	1033	2181	532	686	957	1350
57515	5694	11026	14025	9647	13799	7361	9305	9756	7877	12711	18805	8753	18116	7523	8122	11885	16736
5570	47	1623	7648	637	30	12	3625	49	58	1443	7188	485	19	13	3443	19	10
2173	0	0	0	1	2	2	0	0	2	4	8	0	8	0	0	0	0
10924	63	616	1545	474	204	58	578	108	133	518	1955	656	151	16	462	54	71
134829	0	6	2	0	110	0	4	0	0	2	0	0	117	0	0	2	0
10345	0	0	2	2	0	0	0	6	2	2	16	0	0	0	0	2	6
101927990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154215	0	19	2440	2	263	0	4	50	0	30	2525	0	312	0	2	0	0
7955	17	8	0	0	4	2	6	0	13	6	0	0	7	5	2	0	0
154214	799	1431	359	6	1629	1337	1174	58	1078	1792	374	2	1924	1397	1055	75	106
7164	2900	3704	6650	4674	32	3684	3676	180	2593	3226	5738	3672	12	2914	2804	79	83
51020	1265	1741	4123	3784	4672	3265	2591	3661	1261	1641	4331	2357	3864	2446	1813	1880	2139
643623	0	0	22	0	0	0	0	0	0	0	102	0	0	0	0	0	0
23493	0	80	1554	8	7	2	102	6	2	129	1979	6	6	0	118	2	0
100189269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135112	3227	8634	3021	1799	4607	2952	13582	2401	4672	13180	3296	1069	2647	1746	8067	932	1238
104355145	0	0	2	1	0	2	3	0	2	4	0	0	0	0	0	0	0
135114	1497	2843	2733	1568	2911	2713	3454	2580	1975	2741	3554	1296	2870	2369	3200	2269	3017
60487	617	2100	1955	1708	1855	1447	1435	1587	750	1591	1968	1483	1728	1354	1147	913	1261
387103	1731	3972	2184	1472	2012	1870	2589	3248	1612	1806	1969	1049	1208	1242	2437	1257	1017
693173	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
84870	6	8	0	0	2	15	0	0	6	9	0	0	0	6	0	0	1
81847	1089	1361	2024	1478	2942	1342	1439	1751	1397	1842	2853	1533	3562	1415	1576	1878	1881
55862	2982	6210	5002	3501	8551	2271	4595	4646	3685	6108	5571	3275	9665	2094	4612	3709	4307
387104	22	7	2349	74	204	32	10	46	10	10	2659	54	324	43	8	20	22
9729	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
352999	0	2	2	6	0	6	7	0	0	0	7	8	2	2	2	0	0
387357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5796	693	450	61	14	230	30	47	1	58	86	56	33	387	25	814	1	0
101928140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3908	77	194	600	138	85	107	52	2072	68	76	826	90	51	87	54	958	1202
93663	6402	7488	10199	4991	1034	1745	9435	3695	5224	6746	10782	3002	787	1109	10790	1761	2422
253582	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
84456	650	2236	352	610	321	597	2152	1362	663	1452	327	348	230	417	1655	672	789
154075	3	43	3	1	2	2	0	2	4	9	3	3	9	2	2	0	0
105378159	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
114801	0	4	0	0	2	2	0	0	0	22	0	4	0	12	0	0	0
100507203	0	0	2	1	4	0	0	6	0	0	0	0	2	0	0	2	4
2037	4498	6189	2866	9912	24974	842	7167	9535	3010	3331	2479	7124	16941	515	5328	3843	4332
9465	150	456	0	248	645	46	473	572	140	253	2	154	329	17	326	259	364
383	0	0	6	4	4	4	2	8	2	0	3	0	2	0	0	0	5
9439	1258	2564	3399	1789	2980	1598	1891	4555	1615	2569	3495	1556	2541	1456	1820	4216	5894
5169	0	9	44	13	10	0	6	2	4	2	24	0	4	0	4	0	0
79541	0	0	2	0	0	0	0	6	0	0	0	0	2	0	0	0	0
643854	2	2	12	22	3	4	24	0	0	6	13	22	14	2	19	0	0
100616455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5167	26	576	1531	280	1493	2	302	38	10	394	1512	266	1243	4	339	22	19
1490	728	18022	2234	591	39682	137	95	121	935	17355	1530	199	7626	108	67	20	100
100616191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507254	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	3
26002	97	53	1436	14	0	4	92	22	76	32	2071	16	2	0	84	1	2
8417	1979	3668	3409	2814	2951	2596	1915	1609	2435	3538	3839	3142	3592	2451	2078	1486	2077
134860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83551	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
319100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9287	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0
9288	3	0	7	2	0	0	1	0	0	1	5	2	1	0	0	0	0
134864	0	0	2327	0	0	0	0	39	0	0	4459	0	0	0	0	0	0
8876	49	8	6	84	0	2	0	0	24	10	6	68	0	0	2	0	4
55350	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0
8875	4	2	4	0	14	0	0	2	0	2	10	0	6	0	0	0	0
116843	1305	1425	4405	1378	160	1278	1584	3149	1329	1095	4463	666	64	649	1226	1439	1736
6206	28386	45193	73457	34900	44012	43030	54773	69344	31889	39427	77986	27355	38968	33997	40317	56119	41862
594837	2	4	39	37	14	27	27	116	7	3	26	19	9	10	14	50	70
594838	3	3	16	15	5	4	9	51	7	4	7	6	1	10	3	23	37
594839	23	41	130	133	46	48	83	339	30	42	80	64	14	48	60	120	158
285735	0	22	0	0	0	12	6	0	0	4	0	0	0	0	0	0	0
2070	5	3	340	5	0	188	0	2	6	0	499	0	0	168	0	2	2
100507308	57	3	17	5	0	1	5	0	63	2	22	4	0	1	2	0	0
154089	13	0	3	6	0	0	0	0	12	1	7	0	0	0	1	0	0
6943	12	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
9519	853	1747	2432	760	1872	982	1408	1944	630	1316	2172	483	1144	565	939	1036	896
154091	321	1455	337	236	1616	47	700	2314	414	1281	894	167	1891	50	1736	2282	3328
387065	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4
6446	5214	1613	50	206	731	1894	3449	35994	6653	1689	46	72	621	624	2530	28959	37204
101928231	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	20	33
154092	0	1	0	0	0	0	2	1100	1	0	0	0	2	0	0	793	1081
101928304	0	0	0	2	0	14	0	879	2	1	0	0	0	12	0	723	918
64577	0	4	3	0	2	4	13	397	2	2	22	2	0	2	13	1094	1406
10767	2849	6599	8343	4345	6903	5821	5495	9305	2596	3894	6312	2967	5391	3543	3632	5303	6782
100500880	0	0	2	0	0	2	0	5	0	2	1	0	0	0	0	1	2
4602	14	194	581	50	29	101	431	262	64	339	1176	24	70	425	1320	495	614
693126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54806	769	638	2078	547	1137	1473	1352	3250	642	377	2246	424	1244	1321	988	2057	2986
100131814	3	8	11	14	12	9	3	11	4	1	18	10	18	1	8	10	5
27115	55	0	63	7	18	515	221	0	55	3	119	11	4	489	223	0	0
113115	960	1143	1272	1131	1052	1045	925	1567	761	643	909	852	820	885	973	652	750
9774	9355	13849	15649	10282	13552	11329	15073	21627	10061	13495	15391	9344	14626	11179	12603	16531	21787
9053	5366	6403	12805	4840	2206	10003	5243	293	5391	5252	12984	3606	1560	7112	4455	115	108
4217	1121	3003	7491	942	1332	1774	4907	463	741	1424	5885	505	802	763	3356	147	247
101928461	0	7	6	2	2	0	1	2	0	3	13	0	2	3	9	0	0
101928429	0	0	0	0	2	0	8	0	0	0	1	2	2	0	0	6	0
5191	422	655	992	407	913	758	633	654	516	597	1245	327	1014	676	496	558	534
340146	28	4	7615	0	0	2	37	58	42	4	8000	0	0	2	36	0	0
100294720	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53832	3176	2744	107	17	0	166	4335	10	3946	3517	147	20	0	143	2610	0	2
116379	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3459	1879	5232	1390	1000	1649	1217	2280	2251	2713	7644	1768	1103	1930	1468	2336	2448	3329
167826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723649	0	11	2	2	0	0	1	0	0	2	7	0	0	2	0	0	0
100507406	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
100130476	23	21	15	4	9	21	18	5	19	13	13	5	4	19	0	5	9
7128	2511	3254	615	715	537	2144	2521	157	2314	2879	666	479	388	1599	1651	110	159
64065	26407	58116	20527	6890	61385	27160	40773	10183	25522	48750	22194	4895	52361	19326	27993	5551	7269
57221	3263	1813	16269	844	218	3310	4831	515	3052	1853	21872	929	365	2861	5298	259	273
59351	0	0	8	0	0	0	0	0	0	0	6	4	0	0	0	0	0
23593	3645	6701	5016	3029	4868	6397	5306	3422	3255	4654	4512	2052	3417	4035	4670	2063	1349
57224	425	1047	1343	784	2011	1010	2055	1012	488	976	1601	607	1867	938	1097	430	574
100423001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
441172	57	107	91	107	173	48	288	116	44	68	168	50	92	59	77	58	42
100507462	7	64	32	29	22	13	12	106	20	14	57	13	15	12	12	41	31
25901	493	1390	509	728	566	268	735	1391	606	1768	839	780	583	278	849	1399	1532
345930	3	20	9	12	2	13	9	6	13	15	27	13	5	12	9	4	15
85021	2170	3200	3709	3762	2008	4165	2431	2774	1772	2698	3363	2594	1950	2730	1864	1972	2169
58527	2628	4372	5450	1365	872	2545	7209	1561	3187	4543	5157	1114	833	2174	6372	997	936
51696	518	1812	791	650	287	486	1280	423	1078	2921	1768	851	470	973	1783	773	1171
167838	0	0	90	0	0	0	0	2	0	0	210	0	0	2	0	0	0
10370	6165	3485	7163	7191	8768	4944	1885	8686	11049	6582	10583	10340	19008	7135	2695	20634	20840
645434	0	0	0	0	2	0	0	30	0	0	0	0	0	0	0	8	29
100132735	0	0	0	0	0	4	0	0	0	0	2	0	2	0	0	4	4
100507477	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
103352541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4829	3	19	0	0	6	0	9	0	7	4	0	2	10	0	8	0	0
51534	4532	7014	4871	3986	8202	4893	4741	6066	4929	5524	4778	2953	7716	3787	3518	4814	6187
57211	5466	5648	1332	9879	21554	8401	2090	30287	8081	5398	1078	9181	22337	6586	2073	28469	42097
153910	0	0	2	12	0	0	2	1159	0	0	4	3	0	0	0	300	419
3097	3194	4218	4230	3554	2401	2804	2684	870	2905	3501	3949	3248	2201	2175	1677	507	754
