,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000182253.14,SYNM,23336,15,1,99098217,99135593,0.848964573,5.177885474,27.83120736,0.000330013,0.002877941
ENSG00000182255.7,KCNA4,3739,11,-1,30009730,30017030,-0.012000485,-0.219208859,0.008229462,0.931820762,0.961646824
ENSG00000182261.4,NLRP10,338322,11,-1,7957537,7965426,-1.028114221,-1.365677378,1.47284183,0.26866136,0.418429749
ENSG00000182263.14,FIGN,55137,2,-1,163593396,163736012,-0.389137933,3.128027283,0.455506628,0.514645664,0.666629424
ENSG00000182272.12,B4GALNT4,338707,11,1,369499,382117,0.537810822,4.574027764,6.755224092,0.026019343,0.071176856
ENSG00000182287.14,AP1S2,8905,X,-1,15825806,15854931,-0.603740696,4.306569434,21.89451115,0.000809707,0.005433107
ENSG00000182307.14,C8orf33,65265,8,1,145052465,145066685,-0.165113701,6.015988958,7.92085435,0.017905729,0.053706299
ENSG00000182308.7,DCAF4L1,285429,4,1,41981756,41986465,0.310849388,-1.054804643,0.511379542,0.802438779,0.881621985
ENSG00000182310.14,SPACA6,147650,19,1,51689128,51712387,0.134727168,0.088704378,0.091030688,0.768895221,0.860276735
ENSG00000182324.6,KCNJ14,3770,19,1,48455574,48466980,-0.222791226,1.760599537,2.787736265,0.125158442,0.239428618
ENSG00000182325.11,FBXL6,26233,8,-1,144355431,144359376,-0.237128705,4.492900256,6.863799435,0.025097097,0.069215792
ENSG00000182326.15,C1S,716,12,1,6988259,7071032,0.217031749,2.824150746,1.63502259,0.229162922,0.373829594
ENSG00000182327.8,GLTPD2,388323,17,1,4788964,4790589,0.73610594,0.489710944,3.216753641,0.102356361,0.205811383
ENSG00000182359.15,KBTBD3,143879,11,-1,106051098,106077459,0.564186402,2.068432859,14.47364846,0.003302431,0.015157756
ENSG00000182362.14,YBEY,54059,21,1,46286342,46297751,0.222005008,2.332913506,2.029815095,0.183926363,0.31868941
ENSG00000182372.9,CLN8,2055,8,1,1755778,1801711,0.188068656,4.27889452,0.623098285,0.447748078,0.603811172
ENSG00000182378.14,PLCXD1,55344,X,1,276322,303356,0.160231095,4.655052263,0.812836205,0.387948296,0.546837493
ENSG00000182379.10,NXPH4,11247,12,1,57216794,57226449,0.335846848,2.782377315,2.727343512,0.128865768,0.244247503
ENSG00000182389.19,CACNB4,785,2,-1,151832771,152099167,0.090955846,0.272809528,0.038881616,0.881918969,0.932784364
ENSG00000182393.3,IFNL1,282618,19,1,39296407,39298673,0.04895849,-0.790715237,0.002445433,0.96160938,0.978880872
ENSG00000182400.15,TRAPPC6B,122553,14,-1,39147811,39170532,-0.217125801,5.099407544,16.66465558,0.002090364,0.010840531
ENSG00000182405.6,PGBD4,161779,15,1,34102083,34108686,0.211336447,2.579317583,5.04944583,0.047765261,0.114211599
ENSG00000182446.14,NPLOC4,55666,17,-1,81556887,81648465,-0.051158766,7.539112359,1.429535715,0.258730786,0.407066494
ENSG00000182459.5,TEX19,400629,17,1,82359247,82363775,0.166568639,-1.504384925,0.201243374,0.663040756,0.78511283
ENSG00000182472.8,CAPN12,147968,19,-1,38730187,38769904,-0.123167673,0.947734636,0.050098251,0.827750384,0.898360364
ENSG00000182473.22,EXOC7,23265,17,-1,76081016,76121576,0.222498881,7.120916063,8.484255857,0.015096831,0.047194339
ENSG00000182481.9,KPNA2,3838,17,1,68035636,68047364,-0.35128925,8.488214721,17.67468074,0.001715594,0.009288345
ENSG00000182484.15,WASH6P,NA,X,1,156020826,156025710,-0.026631308,3.593634447,0.062489248,0.807535964,0.884780094
ENSG00000182489.9,XKRX,402415,X,-1,100913445,100929433,0.326167318,-0.034521054,0.47230619,0.508764908,0.661327349
ENSG00000182492.16,BGN,633,X,1,153494980,153509546,1.279113694,-0.350526794,4.810045681,0.055126012,0.127629826
ENSG00000182504.11,CEP97,79598,3,1,101724593,101770562,-0.748008623,4.937774139,45.79573682,4.34E-05,0.000746586
ENSG00000182511.12,FES,2242,15,1,90883695,90895776,0.222832738,-1.663473192,0.432665029,0.525160222,0.675049607
ENSG00000182512.5,GLRX5,51218,14,1,95533503,95544724,-0.210628433,6.17375447,8.153685525,0.016674263,0.050878849
ENSG00000182518.13,FAM104B,90736,X,-1,55143102,55161310,-0.054741648,2.870696974,0.276840639,0.609958933,0.744538291
ENSG00000182534.13,MXRA7,439921,17,-1,76672551,76711004,0.305572334,5.088111585,13.36161218,0.004236739,0.018134078
ENSG00000182541.18,LIMK2,3985,22,1,31212239,31280080,-0.172072633,5.185020043,2.008956423,0.186004755,0.321125101
ENSG00000182544.8,MFSD5,84975,12,1,53251251,53254406,0.281488799,5.463677672,21.78902824,0.00082398,0.005517683
ENSG00000182551.14,ADI1,55256,2,-1,3497366,3519531,-0.002696715,7.016033312,0.002014921,0.965057972,0.980966614
ENSG00000182552.15,RWDD4,201965,4,-1,183639635,183659203,-0.399009181,5.181664968,67.95727534,7.66E-06,0.000257722
ENSG00000182557.8,SPNS3,201305,17,1,4433940,4488208,0.992140765,-1.118199446,2.200307508,0.175083312,0.307325103
ENSG00000182578.13,CSF1R,1436,5,-1,150053291,150113372,0.923740172,0.432841725,1.609211324,0.232616251,0.377921605
ENSG00000182580.3,EPHB3,2049,3,1,184561785,184582408,0.851221874,3.547576795,25.90956021,0.000433845,0.003498899
ENSG00000182585.9,EPGN,255324,4,1,74308470,74316789,-0.32733615,2.564544574,0.202707381,0.667707344,0.788745289
ENSG00000182600.9,SNORC,389084,2,1,232857270,232878708,0.880791461,-0.225437239,5.220695956,0.044768831,0.108719397
ENSG00000182601.7,HS3ST4,9951,16,1,25691959,26137685,-0.591279836,0.43071382,0.838066161,0.399939332,0.558631635
ENSG00000182612.10,TSPAN10,83882,17,1,81637171,81648749,0.264641133,0.520115765,0.1919372,0.671346555,0.7910237
ENSG00000182621.18,PLCB1,23236,20,1,8077251,8968360,0.396225251,4.710106229,2.627455806,0.138515776,0.257787974
ENSG00000182628.13,SKA2,348235,17,-1,59109857,59155260,-0.282122733,6.391005548,17.60683856,0.001738096,0.009384198
ENSG00000182670.13,TTC3,7267,21,1,37073226,37203112,0.257590988,7.245809013,10.49917083,0.008578034,0.030737608
ENSG00000182674.6,KCNB2,9312,8,1,72537225,72938349,-0.845244523,1.705985368,0.767579157,0.413296075,0.571943951
ENSG00000182685.7,BRICD5,283870,16,-1,2209253,2210905,-0.170485698,1.325384437,0.936267889,0.355484979,0.513190082
ENSG00000182687.4,GALR2,8811,17,1,76074781,76077537,0.024018108,0.090313339,0.007010253,0.934883727,0.962727998
ENSG00000182700.4,IGIP,492311,5,1,140125937,140129392,0.38636324,2.195696878,7.535332204,0.020196166,0.058881711
ENSG00000182704.8,TSKU,25987,11,1,76782251,76798153,0.400659763,5.322934429,15.53416075,0.002632923,0.012817313
ENSG00000182712.16,CMC4,100272147,X,-1,155061622,155071136,-0.712743922,3.334949257,33.69498334,0.000155253,0.001691895
ENSG00000182718.16,ANXA2,302,15,-1,60347134,60402883,-0.564917436,10.86344981,109.5139681,8.42E-07,7.29E-05
ENSG00000182732.18,RGS6,9628,14,1,71932429,72566530,0.045363612,1.33228268,0.007070911,0.934987208,0.962766191
ENSG00000182747.5,SLC35D3,340146,6,1,136922301,136925660,-1.080745977,4.363802396,1.244144507,0.296054136,0.448479256
ENSG00000182749.5,PAQR7,164091,1,-1,25861484,25875708,0.498922091,5.963726354,13.41872604,0.004181587,0.017959494
ENSG00000182752.10,PAPPA,5069,9,1,116153791,116402321,-0.264824919,3.011955135,0.316256549,0.585937087,0.724737249
ENSG00000182768.8,NGRN,51335,15,1,90265659,90275778,-0.219738378,5.275954222,5.211825565,0.044918286,0.108885456
ENSG00000182771.19,GRID1,2894,10,-1,85599552,86366795,0.352131675,3.618520378,0.354535045,0.564453563,0.706235059
ENSG00000182774.12,RPS17,6218,15,-1,82536750,82540459,-0.189729416,9.156318318,4.614786467,0.056549933,0.130233808
ENSG00000182782.7,HCAR2,338442,12,-1,122701293,122703357,-0.330801792,2.012055479,0.364512692,0.756531583,0.851659128
ENSG00000182791.5,CCDC87,55231,11,-1,66590176,66593063,1.309442552,0.385391992,28.62200044,0.000296099,0.002675193
ENSG00000182795.13,C1orf116,79098,1,-1,207018522,207032756,-0.246871253,7.315056475,0.193540093,0.669105216,0.789766158
ENSG00000182809.10,CRIP2,1397,14,1,105472962,105480162,1.065309254,5.281214212,24.72472011,0.000517491,0.004007542
ENSG00000182810.6,DDX28,55794,16,-1,68020916,68023232,0.058498294,4.314613598,0.612178464,0.451641019,0.607455734
ENSG00000182827.9,ACBD3,64746,1,-1,226144679,226186741,0.730363777,6.323644049,87.43283812,2.42E-06,0.000139271
ENSG00000182831.12,C16orf72,29035,16,1,9091644,9121635,0.064652282,5.88838722,1.041921667,0.33083002,0.487402037
ENSG00000182836.10,PLCXD3,345557,5,-1,41306952,41510628,-0.486191432,4.425292047,2.062517149,0.180728681,0.314735666
ENSG00000182858.14,ALG12,79087,22,-1,49900229,49918438,0.375898047,5.273273855,22.05133912,0.000789031,0.005342706
ENSG00000182866.17,LCK,3932,1,1,32251239,32286165,-0.680670021,1.685225497,2.551894871,0.140459225,0.260515863
ENSG00000182870.13,GALNT9,50614,12,-1,132196372,132329589,0.403365938,2.208661314,4.745285402,0.056487416,0.130170861
ENSG00000182871.15,COL18A1,80781,21,1,45405165,45513720,0.468071337,8.247899349,28.79611377,0.000289202,0.002632162
ENSG00000182872.16,RBM10,8241,X,1,47145221,47186813,-0.05054845,6.105002134,1.333682182,0.274327906,0.424618626
ENSG00000182890.4,GLUD2,2747,X,1,121047610,121050094,-0.466421124,1.135585497,1.602106423,0.23357915,0.378903633
ENSG00000182899.16,RPL35A,6165,3,1,197950190,197956610,-0.119650473,9.08674694,0.78282026,0.39653218,0.555364584
ENSG00000182901.16,RGS7,6000,1,-1,240775514,241357230,-1.234786259,2.092060894,3.867833563,0.083623161,0.17646359
ENSG00000182902.14,SLC25A18,83733,22,1,17563450,17590995,0.038694953,0.410967064,0.02434399,0.879038797,0.931268892
ENSG00000182919.14,C11orf54,28970,11,1,93741591,93764749,0.201238335,4.812497473,3.683298233,0.083167386,0.175761022
ENSG00000182923.17,CEP63,80254,3,1,134485699,134587789,-0.33617771,4.599383185,16.86590569,0.002008417,0.01049155
ENSG00000182934.12,SRPRA,6734,11,-1,126262938,126269144,0.081294866,8.046075585,1.334029622,0.274269044,0.424616339
ENSG00000182938.5,OTOP3,347741,17,1,74935898,74949992,1.851160625,0.506242473,7.087968312,0.042511251,0.104349645
ENSG00000182952.5,HMGN4,10473,6,1,26538366,26546933,0.445199771,5.908933282,38.0956035,9.41E-05,0.001253444
ENSG00000182957.16,SPATA13,221178,13,1,23979805,24307074,-0.139597489,4.903531555,1.587397411,0.235589806,0.38112085
ENSG00000182963.10,GJC1,10052,17,-1,44798448,44830816,-0.471486109,5.433353139,12.57408805,0.005094053,0.020665648
ENSG00000182985.17,CADM1,23705,11,-1,115169218,115504957,-1.013078899,4.914329417,1.642256982,0.231158765,0.376255891
ENSG00000182993.4,C12orf60,144608,12,1,14803666,14906586,-0.244826578,1.204791296,2.774631873,0.125951257,0.240578746
ENSG00000183010.16,PYCR1,5831,17,-1,81932384,81942412,-0.166427099,6.631450122,9.303989781,0.011899898,0.039362225
ENSG00000183011.13,NAA38,84316,17,-1,7856685,7885238,-0.071587926,5.087252136,0.182369622,0.678163879,0.796393211
ENSG00000183018.9,SPNS2,124976,17,1,4498881,4539035,0.289996724,5.84994536,1.090931048,0.320238811,0.475770883
ENSG00000183020.13,AP2A2,161,11,1,924894,1012245,0.174441466,6.289481317,8.017621068,0.017381003,0.052515613
ENSG00000183023.18,SLC8A1,6546,2,-1,40097270,40611053,-0.72874878,1.578319407,3.870584876,0.076738967,0.165644687
ENSG00000183032.11,SLC25A21,89874,14,-1,36677921,37172606,0.215756896,1.101594067,0.236555356,0.636922125,0.765516976
ENSG00000183044.12,ABAT,18,16,1,8674596,8784575,1.226312944,3.455480089,22.6038708,0.000721048,0.004984019
ENSG00000183048.12,SLC25A10,1468,17,1,81712236,81721016,-0.591574071,5.604064199,44.50260992,4.91E-05,0.000813178
ENSG00000183049.12,CAMK1D,57118,10,1,12349547,12835545,0.706104803,4.40494989,3.86244906,0.077005121,0.16609806
ENSG00000183054.11,RGPD6,729540,2,-1,110513802,110577222,1.156299569,5.754575607,0.078617979,0.7853397,0.869602859
ENSG00000183060.15,LYSMD4,145748,15,-1,99715697,99733561,0.079744554,2.688362749,0.473415788,0.506670727,0.659331208
ENSG00000183067.5,IGSF5,150084,21,1,39745407,39802096,0.174441671,-0.065040148,0.232798685,0.684791437,0.801122191
ENSG00000183077.15,AFMID,125061,17,1,78187317,78207701,0.136993694,3.997920574,2.76356271,0.126625913,0.241548966
ENSG00000183087.15,GAS6,2621,13,-1,113820549,113864076,0.838801731,5.466298546,11.70317296,0.006297541,0.024263816
ENSG00000183091.19,NEB,4703,2,-1,151485336,151734487,0.880099301,1.306671786,5.897275982,0.034963213,0.089618401
ENSG00000183092.16,BEGAIN,57596,14,-1,100537147,100587413,0.01836468,3.404418278,0.01106112,0.918266318,0.954640052
ENSG00000183098.11,GPC6,10082,13,1,93226807,94408020,-0.38699516,2.14431339,0.273587889,0.613213482,0.746909162
ENSG00000183111.12,ARHGEF37,389337,5,1,149551947,149634968,0.029439917,2.659318068,0.004975942,0.945119032,0.968848723
ENSG00000183114.8,FAM43B,163933,1,1,20552573,20555020,1.322065413,-0.067715572,2.293822116,0.219898923,0.362150475
ENSG00000183128.7,CALHM3,119395,10,-1,103472804,103479240,-0.40474656,3.501637553,0.39311528,0.544359304,0.689605662
ENSG00000183137.14,CEP57L1,285753,6,1,109095110,109174418,-0.587343255,3.850187379,36.03102596,0.000118293,0.001424423
ENSG00000183145.9,RIPPLY3,53820,21,1,37006150,37019662,-0.263941685,-0.301750551,0.30392882,0.59797023,0.73478104
ENSG00000183148.6,ANKRD20A2P,NA,9,1,40223285,40266845,-0.98640414,-1.185360081,1.245269356,0.289900212,0.4423833
ENSG00000183150.8,GPR19,2842,12,-1,12660890,12696207,-1.030755337,1.141849883,23.70709015,0.000605137,0.004451004
ENSG00000183153.6,GJD3,125111,17,-1,40360652,40364737,0.566599924,-0.415328989,2.517984259,0.142851674,0.263434508
ENSG00000183155.4,RABIF,5877,1,-1,202878282,202889149,0.023269159,4.488484708,0.116246756,0.740017398,0.839579002
ENSG00000183161.5,FANCF,2188,11,-1,22622533,22625823,0.101615821,4.574446259,2.067225275,0.180274314,0.314348954
ENSG00000183172.8,SMDT1,91689,22,1,42079691,42084284,0.005811607,4.940877882,0.001554856,0.969302659,0.983106512
ENSG00000183186.8,C2CD4C,126567,19,-1,405445,409147,0.612425954,2.113172716,12.46209271,0.005232264,0.021095874
ENSG00000183196.10,CHST6,4166,16,-1,75472052,75495445,0.799632917,3.096531724,5.795553166,0.036256421,0.092097282
ENSG00000183208.12,GDPGP1,390637,15,1,90233808,90245811,0.174947352,2.165097665,2.671892533,0.132393494,0.249203726
ENSG00000183246.6,RIMBP3C,150221,22,-1,21545666,21551461,0.832801882,-0.029582608,0.520052838,0.486919494,0.641192335
ENSG00000183248.12,PRR36,80164,19,-1,7868719,7874390,1.148955355,3.623551515,5.311611798,0.043271536,0.105881263
ENSG00000183255.12,PTTG1IP,754,21,-1,44849585,44873903,-0.049927041,9.182960458,0.941000341,0.354323122,0.512273141
ENSG00000183258.12,DDX41,51428,5,-1,177511577,177516961,-0.040296508,5.880220649,0.828497601,0.383583508,0.542700988
ENSG00000183260.7,ABHD16B,140701,20,1,63861498,63862988,-0.179603867,1.345209519,0.259475972,0.621251883,0.753351902
ENSG00000183273.7,CCDC60,160777,12,1,119334712,119541040,0.165503405,-1.994996661,0.044998142,0.849597277,0.911959825
ENSG00000183283.16,DAZAP2,9802,12,1,51238724,51271362,0.286186856,7.600784266,41.64898131,6.49E-05,0.000985275
ENSG00000183287.14,CCBE1,147372,18,-1,59430939,59697662,-0.385139554,3.098152512,0.335360036,0.575007436,0.715547417
ENSG00000183291.17,SELENOF,9403,1,-1,86862445,86914424,0.041063147,8.118973986,0.630695867,0.445072467,0.601189068
ENSG00000183307.3,TMEM121B,27439,22,-1,17116297,17121367,1.581719566,1.86862684,4.687572744,0.054948533,0.127278657
ENSG00000183317.17,EPHA10,284656,1,-1,37713880,37765133,0.371633022,3.064172286,8.713156426,0.01410955,0.044789197
ENSG00000183323.12,CCDC125,202243,5,-1,69280175,69332809,-0.425638259,3.700954297,21.11190015,0.00092313,0.005965121
ENSG00000183336.8,BOLA2,552900,16,-1,29443056,29454964,-0.07617598,3.502271255,0.325876876,0.580379092,0.72001259
ENSG00000183340.7,JRKL,8690,11,1,96389989,96507574,-0.072465663,4.302351878,0.684068862,0.426998055,0.58451061
ENSG00000183346.7,CABCOCO1,219621,10,1,61662929,61766766,0.028704262,-2.377093828,0.001175147,0.975439929,0.985966499
ENSG00000183347.14,GBP6,163351,1,1,89364059,89388160,0.492873962,-0.362951208,0.29970332,0.60301244,0.739067813
ENSG00000183354.12,KIAA2026,158358,9,-1,5881596,6008482,0.199468342,4.547919735,11.29577819,0.006976704,0.02621179
ENSG00000183401.12,CCDC159,126075,19,1,11344684,11354944,0.013266837,1.453983828,0.005717386,0.941180135,0.966599794
ENSG00000183421.12,RIPK4,54101,21,-1,41739369,41767089,0.37646822,6.134910421,7.459419746,0.02068809,0.059914489
ENSG00000183426.16,NPIPA1,9284,16,1,14922802,14952060,0.043334201,3.136711866,0.085655876,0.775605136,0.863930484
ENSG00000183431.12,SF3A3,10946,1,-1,37956975,37990075,-0.353430117,6.952028166,65.14288176,9.27E-06,0.00028463
ENSG00000183454.17,GRIN2A,2903,16,-1,9753404,10182928,-0.167285865,2.97026424,0.206118941,0.665132789,0.786771653
ENSG00000183475.12,ASB7,140460,15,1,100602589,100651701,0.320469844,4.740648591,20.17334894,0.001085286,0.00666991
ENSG00000183479.12,TREX2,11219,X,-1,153444473,153470587,0.107078926,0.830808301,0.13244733,0.723292603,0.827906816
ENSG00000183484.12,GPR132,29933,14,-1,105049395,105065445,-0.224594111,0.639848788,0.232699685,0.640722317,0.768182835
ENSG00000183486.13,MX2,4600,21,1,41361999,41409393,1.312701241,5.373575914,11.3177961,0.007999187,0.029067947
ENSG00000183496.6,MEX3B,84206,15,-1,82041778,82046119,0.214921764,1.925121395,1.384267409,0.265939409,0.415430241
ENSG00000183508.5,TENT5C,54855,1,1,117606048,117628389,-0.318890489,2.424150162,1.202048663,0.297968152,0.450652087
ENSG00000183513.9,COA5,493753,2,-1,98599314,98608515,0.058511263,4.497525492,0.462949653,0.511303469,0.663636207
ENSG00000183520.12,UTP11,51118,1,1,38009258,38024820,-0.402737325,5.71882249,18.39667125,0.001496495,0.008396507
ENSG00000183527.11,PSMG1,8624,21,-1,39174769,39183488,-0.260809082,5.394013237,7.696567682,0.01919749,0.05667338
ENSG00000183530.14,PRR14L,253143,22,-1,31676256,31750140,0.211948616,6.088286828,23.91383018,0.000585974,0.004364283
ENSG00000183569.18,SERHL2,253190,22,1,42553617,42574382,-0.454501278,0.104105691,1.56333109,0.238930431,0.384842344
ENSG00000183578.7,TNFAIP8L3,388121,15,-1,51056598,51105276,0.400367896,-0.184689469,0.837579926,0.386013571,0.545200882
ENSG00000183579.15,ZNRF3,84133,22,1,28883572,29057488,0.108691485,4.231433018,1.196342505,0.299057019,0.45169526
ENSG00000183597.15,TANGO2,128989,22,1,20017014,20067164,0.023957643,4.579729939,0.082293049,0.779921057,0.86645535
ENSG00000183598.3,H3C13,653604,1,-1,149813225,149813693,0.456809544,-1.722016948,0.442928572,0.52193517,0.673125802
ENSG00000183605.16,SFXN4,119559,10,-1,119140767,119165714,0.210750844,5.141946566,5.993505492,0.033791216,0.087295552
ENSG00000183607.10,GKN2,200504,2,-1,68945232,68952893,0.619903989,-1.294329175,1.814169138,0.245138013,0.39219432
ENSG00000183615.6,FAM167B,84734,1,1,32247222,32248856,0.916586153,-1.279099548,1.560146975,0.239377219,0.385478069
ENSG00000183617.5,MRPL54,116541,19,1,3762682,3768575,0.023371919,4.404319717,0.065972003,0.802369609,0.881621985
ENSG00000183624.14,HMCES,56941,3,1,129278828,129306186,-0.025177227,6.309130511,0.116507938,0.73973764,0.839353432
ENSG00000183628.13,DGCR6,8214,22,1,18906028,18914238,0.082426673,1.959973266,0.365207111,0.558748626,0.70176703
ENSG00000183638.6,RP1L1,94137,8,-1,10606349,10712187,1.034666009,-0.358965478,5.951533651,0.034296421,0.088331488
ENSG00000183648.10,NDUFB1,4707,14,-1,92116122,92121917,-0.182469101,5.60769782,0.6747672,0.430060523,0.58772423
ENSG00000183655.13,KLHL25,64410,15,-1,85759326,85794925,0.292451633,3.564406605,11.81031019,0.006132326,0.023744714
ENSG00000183665.5,TRMT12,55039,8,1,124450820,124462150,-0.006586331,3.808743066,0.008576939,0.927994675,0.960031997
ENSG00000183668.18,PSG9,5678,19,-1,43211791,43269530,0.467411522,0.275926829,0.609572245,0.454434888,0.610049157
ENSG00000183671.12,GPR1,2825,2,-1,206175316,206218047,-0.732062079,2.152359802,2.542088934,0.141145747,0.261396059
ENSG00000183682.8,BMP8A,353500,1,1,39491636,39529869,0.644048766,0.770517151,2.118368103,0.175433463,0.30775721
