Geneid	HISAT2 on dataset 210 and 211: aligned reads (BAM)	Length
51302	1	2846
9481	6	2986
221400	1	8977
7941	2	1991
100287718	0	1058
4224	0	3462
221395	0	6285
101926962	0	1732
266977	0	6222
27242	595	3806
23607	7325	5554
222611	0	5126
221393	0	3162
221391	0	10273
442213	6	6784
4594	5832	3886
55166	1229	1789
389396	0	2141
135398	0	2885
6005	0	2058
7180	0	2354
10321	0	2249
5232	0	1690
101927020	1	502
101927048	0	1738
167	0	2296
403339	0	186
245928	0	210
245927	0	249
245913	0	518
245915	0	342
83741	0	2040
7021	0	7299
5314	0	20217
101927082	0	275
406989	0	86
442890	0	119
3605	0	1859
112744	0	880
4172	15162	3208
85315	438	4738
114327	581	7029
9697	4961	7249
401264	406	2558
730101	735	3784
28978	1944	1015
730152	0	5697
2939	0	1413
2938	0	1464
221357	3	845
2940	0	1087
2941	1752	1481
125050	971	332
22858	1560	6415
26268	2260	5326
105375092	0	1100
8521	7	2765
60481	43813	3952
100847075	1	79
647190	11	3158
2729	3303	3813
101927136	13	3531
101927171	2	566
401265	30	5930
55227	766	4148
101927189	0	3168
100874282	0	643
90523	0	7974
27283	0	2071
222584	0	6423
3062	0	1985
389400	0	1911
54511	0	5638
653	2	4280
81578	2	4726
667	53451	32252
101930010	92	827
221336	4	5860
57691	1389	3543
26036	4688	15751
101927211	5	690
9532	2135	2827
51715	2061	4980
100506188	0	1460
5558	1345	3170
100422884	0	81
100189249	0	74
100189085	0	73
375513	263	2463
100463487	0	527
202559	0	3626
51557	12	8647
7803	6664	5234
23469	9443	9257
346007	64	13926
441155	38	3881
442229	0	1605
102723883	2	492
101928280	0	676
101928307	0	534
577	0	6722
55788	2058	2575
1310	0	9164
1297	0	5131
101928353	0	673
57579	544	6614
135154	741	525
60682	3770	4815
135152	0	2109
79627	5058	11031
407032	0	72
407029	0	71
79940	4	9566
102724000	2	773
22999	0	9162
56479	2	7635
100507381	0	563
100423005	0	67
100873997	0	1101
100129128	0	635
80759	563	3080
340168	0	660
154288	0	1551
441161	0	679
55510	2	2794
115004	868	2089
25821	3405	3330
1915	986927	4090
26503	3350	4148
135228	9759	9377
101928489	236	1973
101928516	2	669
1303	6	11874
1347	7423	5662
55754	9309	4544
100506804	30	1297
27145	16	7174
101928540	0	847
100616389	0	67
26054	6369	8224
4646	4689	8705
3617	24	3559
3351	0	1173
101928601	2	5513
134728	951	4760
55023	8516	12056
9324	3099	1470
100288198	92	2993
80078	0	3885
167691	121	4719
105377866	20	836
83699	55	4700
89758	0	1091
6785	0	3060
7272	3297	3022
594	4793	5575
55603	934	5612
101928770	0	555
25998	12149	6173
7162	890	3502
90025	537	2870
23033	1525	8028
5238	2897	7221
112611	304	4063
4199	4067	4041
167681	28	2608
9892	0	5499
105378158	0	1277
134701	0	816
51167	1825	2247
112609	5	3497
22832	801	5835
9096	0	7838
102724201	0	604
4907	4826	4068
57231	7158	4589
10492	30401	8446
387066	9286	507
26799	5	75
692088	29	71
3354	0	2185
1081	0	844
101928870	27	648
23036	4998	10142
375519	4	2337
57150	566	2437
206412	95	6999
63914	18	1558
154313	120	2215
10559	2975	1906
57038	3235	3958
23595	3215	2739
55122	2628	1932
101928911	0	593
81833	0	1650
1268	0	6696
101928936	0	3974
8732	4048	5205
10957	4036	2133
135295	21	4067
135293	7729	6340
2569	0	3508
2570	14	6302
51465	7160	4372
58528	3647	5134
22881	401	6710
57226	2734	5598
101929057	6	5149
23195	17161	20175
9994	3458	6763
84694	0	1632
60468	4	11713
100616109	0	92
6885	6554	5187
100616174	0	78
101929083	0	1608
102724665	0	333
2045	1493	7800
643432	5	4798
101927288	24	2416
79694	1771	5122
10690	0	13096
23376	5687	4206
9457	0	4219
81491	134	7242
29078	1293	2411
114792	14	7188
253714	2006	11108
101927314	10	2102
100302164	0	91
5454	22	4087
26235	953	5578
100616347	0	88
84553	520	10657
51805	1301	1471
25957	5563	4542
101927365	286	1011
85015	1925	10446
100130890	267	1928
892	6244	2838
59336	2	3204
84539	0	2383
728012	0	548
6492	0	8436
10973	7962	11401
2898	0	5102
57531	1228	4952
100113403	0	575
389421	2	5796
11149	2	5879
154442	0	1716
64208	98	2210
5550	4844	4328
639	2	8204
9474	3365	3543
202	15	8382
101927405	0	390
84816	1618	3054
55278	2352	4224
100422737	2	1387
693172	0	96
100133941	38	4831
51250	1121	1915
57673	668	6869
57107	3356	4206
55084	677	7957
256380	45	11965
11231	16907	6642
28962	4491	4816
7101	1	3399
8724	18838	1760
246269	898	6670
2309	3081	8335
387111	2	1753
84071	172	7132
101929716	0	717
27244	913	3631
285753	1135	3750
100996634	0	3099
221262	0	715
8763	21410	3112
285755	312	6582
6610	720	1701
64780	1134	3950
9841	1331	5723
221264	260	9232
9896	2429	3254
2830	0	1947
8936	3709	3597
51362	4099	4042
728464	0	1101
8528	35	1709
85413	0	2730
23097	4784	7312
262	9740	3619
112495	4941	950
84154	5633	3692
442245	0	1136
117247	443	3593
91749	1459	3920
5980	6405	12392
643749	121	7112
10758	744	7200
2534	67	4587
102724646	0	1643
8838	2	1769
51175	677	2366
619208	360	2671
3910	25	7574
101927640	0	536
442247	0	1900
101927686	0	328
4082	48	4306
285758	0	2751
285759	0	2006
3066	14755	6992
101927768	8	2007
222537	0	3739
2444	29	3474
728402	2	1214
221294	2772	3374
1300	0	5043
23270	6283	4135
7259	11109	5259
29940	263	9376
441168	0	1460
100128327	0	1167
254228	2	3539
221301	0	5217
51389	4765	1690
345895	187	5412
221302	938	2751
3841	408	2463
221303	0	1036
222545	0	2882
222546	0	3507
245806	0	2376
6098	0	11070
285761	1265	4596
57120	3820	4628
101927919	4	1647
116150	6814	4811
222553	0	5147
102724896	0	100
387119	557	9542
23629	0	2474
5350	0	1714
100287632	0	713
254394	1201	6147
25842	2719	2509
79632	172	4161
693128	0	97
4121	12	6293
285762	0	3469
100422951	0	79
221322	1199	8685
2697	20	3169
3298	1350	2885
57515	16736	3128
5570	10	2814
2173	0	2702
10924	71	2665
134829	0	11478
10345	6	11185
101927990	0	2409
154215	0	3659
7955	0	5345
154214	106	15383
7164	83	1881
51020	2139	1615
643623	0	2963
23493	0	2984
100189269	0	72
135112	1238	7210
104355145	0	496
135114	3017	3380
60487	1261	2297
387103	1017	3998
693173	0	83
84870	1	4583
81847	1881	3280
55862	4307	3768
387104	22	11818
9729	0	8124
352999	0	1201
387357	0	4563
5796	0	7032
101928140	0	1818
3908	1202	9960
93663	2422	4561
253582	0	731
84456	789	5433
154075	0	4498
105378159	0	1909
114801	0	6011
100507203	4	2513
2037	4332	7147
9465	364	4267
383	5	1497
9439	5894	5630
5169	0	3364
79541	0	1758
643854	0	2577
100616455	0	60
5167	19	7442
1490	100	2344
100616191	0	72
100507254	3	1002
26002	2	3048
8417	2077	4657
134860	0	1049
83551	0	1029
319100	0	1038
9038	0	1147
9287	0	2122
9288	0	1078
134864	0	1020
8876	4	3844
55350	0	1763
8875	0	2765
116843	1736	2779
6206	41862	503
594837	70	73
594838	37	76
594839	158	133
285735	0	1214
2070	2	5900
100507308	0	2984
154089	0	3517
6943	0	3655
9519	896	1889
154091	3328	6368
387065	4	2200
6446	37204	4019
101928231	33	1188
154092	1081	2062
101928304	918	676
64577	1406	2558
10767	6782	9574
100500880	2	95
4602	614	3678
693126	0	97
54806	2986	6278
100131814	5	1636
27115	0	7439
113115	750	5198
9774	21787	8447
9053	108	6062
4217	247	5920
101928461	0	762
101928429	0	770
5191	534	2306
340146	0	2403
100294720	0	1360
53832	2	4108
116379	0	2897
3459	3329	3121
167826	0	2196
102723649	0	520
100507406	0	791
100130476	9	1965
7128	159	5322
64065	7269	4302
57221	273	14882
59351	0	2505
23593	1349	1282
57224	574	9028
100423001	0	82
441172	42	1001
100507462	31	2712
25901	1532	3108
345930	15	5142
85021	2169	4074
58527	936	845
51696	1171	5621
167838	0	5297
10370	20840	2117
645434	29	1690
100132735	4	1294
100507477	0	1364
103352541	0	576
100500879	0	75
100616180	0	70
4829	0	2671
51534	6187	3355
57211	42097	7078
153910	419	2530
3097	754	9724
100507489	0	1903
51390	3097	7404
134637	907	9324
8504	1932	2774
2519	14576	2548
285740	0	2825
9749	855	9776
84946	3714	1814
153918	0	992
5325	2	4132
57061	0	5005
83443	5271	737
8676	12	6347
100189313	0	83
7402	2581	15124
100189422	0	72
7957	447	5556
100507557	43	4155
84085	2612	8985
257218	1728	9815
2911	6	7157
10981	3172	1203
101928661	0	2190
79747	0	9149
729176	39	2156
729178	7	3073
134957	8717	10106
389432	1144	6676
23328	1798	8654
10090	200	5861
100128176	0	2083
23118	5477	5450
387082	0	688
340152	8	4907
85313	3498	2534
116254	4073	1109
645958	151	987
11104	1333	2227
9113	4989	8732
348995	4309	6042
5110	10441	1904
84918	6550	7156
100652739	0	1376
135250	4	5088
353091	31	1631
80328	603	1411
80329	1047	3142
646024	60	1883
154064	1	1402
79465	702	992
81706	8	2361
389434	2	7810
57480	14	8228
105378056	0	790
25902	3044	5609
102723831	0	885
9590	1239	8898
57621	1239	3638
55005	2174	2030
79624	3254	2605
80129	40	5373
2099	0	7863
23345	0	28253
100505475	0	718
80177	4	3152
7432	0	4459
26271	2124	4471
54516	2264	4059
26575	4	1716
4988	0	23687
26034	0	8206
154043	878	3388
101928868	137	1848
22828	6327	5251
100422821	0	77
26230	69	6044
51106	819	5953
49861	33	4060
50508	0	2044
100302259	0	83
57492	6	10147
100616154	0	54
729515	2092	5065
79683	2985	5855
100500899	0	69
51429	4655	4748
8871	1810	9555
100874300	0	599
84947	1097	4542
404672	3856	7486
56995	2590	11869
57583	8166	6555
102465694	7	84
6993	3229	773
94120	264	3896
100500851	0	93
7430	33374	3257
101409257	4	349
202459	0	1195
100130967	133	1402
83861	1100	2938
117289	6	4198
105378081	0	1870
101929122	0	821
84624	2	6551
102724053	0	772
6648	5295	1776
9589	6870	5782
100129518	31	1718
39	4497	1909
6950	34725	2453
677806	21	132
677812	10	140
29074	4464	977
154197	6	2149
4142	0	1135
3482	45086	9091
100271873	0	4374
729603	41	3131
6580	4	2928
6582	0	2512
6581	2	4708
80350	0	2504
4018	1	6489
5340	0	4219
4216	4323	5736
56895	933	8092
79992	22	1869
5071	132	5115
135138	56	11165
101929239	0	1805
729658	0	2204
285796	2	2135
401282	0	4931
105378101	4	2339
100526820	0	886
9444	9850	16622
105378105	0	1370
105378107	0	1143
168090	252	2766
10846	2482	9471
90632	43	2434
441177	0	2065
6862	0	2598
101929297	0	1548
285800	20	2704
113402	3142	1117
100289495	186	3908
51660	1319	3260
6196	240	6500
100874353	0	579
100302141	0	80
100861523	2	861
8635	1681	1250
100500857	5	106
11116	2421	3736
1235	12	3687
2853	0	960
401285	0	3764
102724205	0	857
54346	0	3682
83887	12	2877
105378160	0	1237
6953	0	2890
401286	0	4522
441178	0	2557
26238	0	1652
653483	27	2311
4301	7373	12193
100128124	0	1016
100505879	0	1405
3834	0	1717
79981	4	6157
101929420	0	2243
168002	0	4512
64094	54	3639
105378146	0	2054
105378145	0	793
101929460	0	961
102724357	0	425
101929504	9	544
101929523	207	910
7058	223	5881
105378148	435	1297
253769	1188	12228
387263	6107	4146
55274	2248	1674
6991	1	1234
55780	107	3354
401288	0	2418
80069	1	2566
100131532	0	2839
105378152	0	12152
102724511	0	530
154449	0	1330
285804	0	1953
401289	0	3218
28514	0	4653
84498	9	5698
100616430	0	84
105378161	0	1382
5689	15574	917
6908	1736	1904
5134	6798	4702
101929692	0	1605
102723872	0	1761
105375112	0	1197
100507642	0	2579
56975	1275	6523
100288524	0	1270
442497	0	2247
5154	3264	3178
441307	178	3506
5575	8416	3375
101926963	0	1310
54919	7718	3414
23353	18967	4645
102723743	10	1450
51608	5985	2088
11033	570	2789
90639	2017	4891
84310	8903	3794
54905	127	2347
442907	2	94
115330	373	3216
2852	1006	3082
90637	462	901
101927021	1195	3023
340260	0	1596
79778	1522	5388
26173	28257	7931
7975	2720	3781
100128653	89	2427
202915	2992	7702
84262	2354	1440
114796	2535	6063
260341	20	2223
105375303	4	1177
392617	2114	4920
101927125	467	1008
8379	3373	4359
100616160	0	74
29960	3442	1601
4521	1624	838
29886	5149	4973
102465503	0	63
8662	38494	3406
55501	2160	2281
101927181	441	2067
402635	0	1140
3955	670	3156
100616116	0	72
221927	8171	3900
23288	9328	7553
80727	17451	5052
155185	17	5486
2768	6276	5429
84433	10	4497
100129603	0	573
221935	317	10975
105375131	0	4470
221937	15904	11432
9907	4577	5557
100616465	0	75
55698	9	3670
56903	0	4257
221938	2	2859
441191	1576	2430
100533952	0	858
57786	3322	6652
389458	0	579
645700	15	1614
26100	9473	4929
222962	3957	3009
84629	20816	11262
80028	6255	9663
693174	0	99
221946	30	1826
60	405122	2152
6624	702	2796
54476	10079	6744
100874342	0	337
102466203	0	71
401303	304	2821
654231	6	713
51622	2959	1828
222967	4	3467
5395	4389	5359
7965	2475	1768
27102	17253	4465
100310846	39	1423
84132	3075	6923
9265	3393	4469
84792	3138	2214
5879	32769	2398
221955	3765	2910
11014	29059	2860
392862	93	4681
55146	4180	1666
79034	3352	3229
54753	82	3838
100131017	4074	7894
7559	4367	5063
441194	779	1738
728194	12	3482
221960	2305	1836
100500886	0	82
100131257	0	21017
56913	2631	6603
101927354	8	761
340267	0	6454
101927391	20	2411
54468	1902	4054
6119	3808	1594
729852	1806	2455
100505921	5	1170
113263	488	4794
3382	189	3089
100505938	30	1073
30010	0	3041
168741	0	1548
4697	9589	2058
9678	4971	10184
221981	0	10897
54664	8225	6636
221806	4	5943
102725191	14	4387
85477	1	3297
10124	919	3429
2115	250	8217
1607	2	9176
392636	0	3199
4223	0	2371
101927524	0	2098
729920	155	10393
100506025	15	2332
25928	4	1869
100506049	0	1148
57037	1487	2683
28969	5938	2075
27075	303	1902
10551	4	1812
155465	0	963
196	115	6247
102659288	93	1379
101927630	0	442
23161	8886	8215
221823	0	1090
9734	2107	11635
100302140	0	90
7291	0	1807
222894	0	640
221830	4976	3892
100422967	0	79
256130	0	4251
101927668	0	822
346389	0	9159
100874041	0	639
101927769	0	1124
101927811	9	909
3696	81	10047
340273	0	8917
221833	0	4907
222901	25	523
104355138	0	447
6671	1072	8640
100302122	0	89
8701	26	13896
55536	4394	2962
9771	54	7113
256227	0	1692
100506178	0	2434
401312	0	2592
3569	8	3969
54543	7887	779
692210	14	74
84668	4881	7106
100775104	263	2564
55975	4216	4358
11097	2611	2155
10457	163	2788
115416	2875	755
10643	15869	4551
256355	248	1041
29896	6617	2527
1197	12	1812
90693	701	2473
340277	6	2676
56164	2	3798
4852	0	560
51678	1604	8474
1687	1413	2564
26031	3816	7669
54205	14788	5538
136895	193	4937
64111	0	1190
646588	0	1346
406940	0	68
9603	1927	3711
3181	96469	3711
11335	18435	3251
29887	670	3338
105375304	0	747
101930332	50	2516
441204	11	1632
9808	2	4320
100506289	0	2764
285941	3	5651
8935	8594	4271
3198	77	2549
100506311	135	1044
3199	120	1778
3200	1511	5079
105375205	280	1909
285943	133	1048
3201	2	1728
100133311	1	4168
3202	2	1657
3203	0	802
3204	2	2018
100534589	0	2110
3205	0	2057
100874323	0	1161
442920	0	84
3206	2	3187
3207	213	2653
221883	95	1549
3209	83	4908
100316868	0	4665
101410536	0	480
2128	0	3195
11112	6877	3873
790953	2	1312
8887	10806	3668
221895	150	3262
100128081	0	1194
9586	787	11228
9865	0	5056
100506497	0	3709
54504	671	1999
101928168	0	512
1124	18	5292
102724484	0	1298
222171	0	3053
646762	832	5784
100616354	1	95
100271874	0	1050
442524	20	1677
101928208	1	872
644150	252	4766
9805	5708	5709
55033	4217	5173
84725	4027	11089
222166	1578	5814
223082	487	3666
693133	0	97
100500883	0	97
222161	90	2760
100506516	6	716
10392	735	5644
101928268	0	1195
79017	3987	1326
401320	214	3871
2617	21449	2860
1395	0	5065
100526825	0	3185
11185	0	2559
84182	3	2733
358	14	3172
2692	0	1941
117	0	6779
63974	0	2161
223075	0	9787
5137	0	14726
10842	0	1968
100130673	99	1598
23658	2994	3265
23080	7468	7605
100129460	79	1903
441208	207	2034
693134	0	97
100500830	0	97
401321	314	4639
102724668	2	770
25948	2669	3943
441212	516	1297
11328	17511	4252
51251	1426	2532
6100	879	1418
27241	1699	5412
55025	0	1328
168667	2	5031
404744	0	6188
387129	0	1970
23333	4340	5234
100302152	0	75
554236	10	2814
57057	0	1828
401324	0	3629
64224	2467	3109
101930085	1794	5000
100506725	2	1173
101928545	47	806
989	20232	4726
101928618	0	1733
80820	854	4687
23366	2864	4934
54443	20848	4844
313	4	7822
100874264	0	573
9844	10	8001
100302113	0	76
100861514	0	528
353345	0	4879
51314	0	2312
6424	0	2974
54749	1154	2732
83930	694	2049
6967	4	569
6969	0	50
6972	0	60
445347	0	4566
6966	0	521
6968	0	50
6970	0	62
6971	0	60
6983	0	366
6982	6	354
100506776	164	3516
6978	0	354
6977	9	354
6976	4	354
6974	7	354
273	0	5574
340286	0	1647
27072	5918	4894
11281	0	6313
100689074	0	2336
100861520	0	381
57002	817	3372
5898	4427	4056
349114	360	4644
105375305	47	1179
8621	6252	8637
136647	4296	941
79783	210	2801
101928744	0	3252
101928773	0	1214
3624	0	2175
285954	0	4527
2737	138	8864
101928795	0	1171
79020	1726	2425
5683	16822	1466
64983	5956	1108
23072	727	8438
100500829	0	100
100506895	34	2916
9263	4159	3933
55744	3814	3817
644	1702	1200
100534592	0	838
64951	4	696
55665	4631	4465
51619	499	4253
84820	353	6511
285955	81	5371
401331	16	1527
255031	7	1757
28988	6445	2218
102466985	2	64
5224	351	1242
27434	762	4060
102465504	0	56
165	25	4127
100616346	0	64
5425	21997	2367
58498	0	931
2645	4	3073
10652	10802	2828
816	477	5072
23386	11127	5179
29881	6	5267
54606	9962	2872
222068	15081	3783
4967	21945	4996
83637	11771	6815
5478	138795	2445
94239	14295	4704
101929301	0	744
5814	14439	9093
100616393	0	53
64005	13	3279
101928927	126	517
285958	1021	803
677798	0	133
83605	2988	2293
23148	22	4828
9238	12982	2276
654319	34	134
677796	34	137
677795	2	132
10268	0	1679
107	0	12932
641977	616	2237
3484	0	1650
3486	6	2631
730338	0	1947
64759	45594	10902
101929086	347	2761
401335	20	2911
84847	824	1188
168507	841	9234
80099	1158	1096
3364	1753	3075
256979	0	1600
136288	2	2136
7378	821	2341
154664	4	23045
105375274	0	4131
168448	34	2893
375567	0	1891
11055	0	1925
100130988	0	1921
10320	2	8996
63979	2574	4819
1644	0	2584
100129427	0	1776
2887	768	8293
23242	533	8159
101928675	0	1350
285877	0	1270
401337	0	3484
3262	0	1198
102723605	0	1142
222008	0	6460
285878	0	3031
23480	5625	466
100996654	7	634
1956	16300	6571
100507500	2	2821
102725541	7	470
55915	2191	4494
81552	3478	5819
360132	127	3093
101060341	0	1755
346288	0	3872
349075	575	4537
51373	1620	586
2631	13892	2004
5723	4612	3315
908	52325	2664
677803	12	133
25870	16391	2414
5260	66	2626
51142	24721	815
389493	0	600
650226	0	1667
100240728	0	697
222029	0	1062
101928401	0	2741
401357	0	3613
101928468	0	810
101928587	0	994
100130849	0	564
100287294	0	647
100422917	0	80
90827	0	2724
642006	0	978
105375297	0	1013
100653233	0	1569
100422939	0	66
441234	0	5210
105375302	0	1781
102724134	0	145
643955	0	1771
100287704	0	655
100287834	0	652
100422848	0	80
402269	0	516
100996414	0	733
100996365	0	599
102724777	0	605
105375316	0	1184
100506050	0	2893
442319	1	3155
730291	0	1239
168417	0	1567
728927	2149	9429
649395	137	1828
340252	1626	5438
100128885	0	4369
641746	0	1142
51427	2311	9610
102465505	0	113
7697	1091	5946
10793	919	6854
441239	0	1838
51351	1354	6404
2086	497	3266
643180	189	2244
168374	1460	3342
101929322	0	4243
441242	293	3416
644619	13	1768
643253	523	1766
677807	3	134
154807	8318	7496
2990	8319	2313
435	4141	2119
27297	4263	2925
8460	1949	2773
285908	480	4424
100289098	126	562
493754	1067	3566
154881	2018	5051
100996437	80	844
27342	3181	5420
729156	41	2426
644794	285	2434
55069	12964	4336
51119	6067	1605
55253	5663	4010
100616310	0	76
5382	295	891
64940	529	2202
101929736	17	489
102723427	0	510
100507468	3	559
26053	2	7822
64409	0	4494
100500836	0	99
100500920	0	95
83698	1	10666
441250	362	3537
100616331	0	76
155370	1394	1796
441251	0	1064
9883	11309	9990
260294	53	1767
378108	13	1956
100101148	29	875
442578	652	2167
100101440	25	668
728524	0	2884
100996746	0	2284
100093631	4819	3636
654816	0	1516
55695	2386	2447
135892	0	2661
8468	0	1737
8326	0	2342
9031	30271	6205
9275	3781	2065
26608	6982	3561
51085	1555	4061
155382	882	1605
84277	2660	2534
114049	14274	1486
6804	848	2385
100422948	0	81
171022	133	473
83451	5280	1938
1365	8	1274
1364	21413	1831
155368	294	1040
135886	30	897
2006	7	4017
3984	9038	3526
7458	40456	2648
693175	5	97
7462	55	2645
5982	4889	1846
7461	11409	5563
9569	3942	3990
2969	10834	4684
101926943	1	841
653361	3	1613
84163	171	5165
442582	990	1874
5383	246	2030
729438	1141	7991
81554	18994	3583
389524	894	4939
654817	10	1442
2970	1825	3627
5380	10	639
54441	929	2138
541473	23	1013
375593	7	1358
155400	528	2048
100101267	14471	6535
442590	29	4539
5387	449	1501
3092	11383	8391
10344	0	562
6369	0	1028
57414	10957	1882
5447	17737	2499
100616270	15	73
677801	15	134
83862	4845	1471
51657	3535	1922
4191	42133	2729
101927160	5	1071
222183	3148	4694
3315	72068	897
7532	51730	3747
136853	175	2806
7784	2325	1574
113878	686	3313
619190	4	4981
105375355	1223	3063
105375354	28	766
102723555	2	1479
100133091	0	2686
22932	0	1552
441263	182	1763
102723849	1	2284
100132832	36	2332
100505767	26	1637
57639	91	3333
10875	4	4268
54103	234	3641
101927243	0	681
5782	9896	3297
100505854	621	1978
222194	2316	3220
85025	1660	873
57157	13663	6752
9863	74	8603
399670	0	1795
100874021	0	476
100505881	0	9311
2770	30	3636
101927269	0	507
346562	0	2105
948	12	5912
10512	15518	5262
105369146	3	909
100128317	3	4790
3082	0	7554
781	28	9666
101927356	0	2651
27445	46	22303
9723	0	6904
10371	51627	9032
